"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"2228386";43;430745;"POSTO SAUDE ESPERANCA DO SUL";"RUA ARMINDO JUNGKEN";"CENTRO";-27,355;-53,992
"2228394";43;430050;"POSTO DE SAUDE DE ALPESTRE ESF IV";"RUA BARAO DO RIO BRANCO";"CENTRO";-27,249;-53,035
"2228432";43;431270;"UNIDADE BASICA DE SAUDE CENTRAL";"RUA PINHEIRO MACHADO";"CENTRO";-27,365;-52,773
"2228459";43;431470;"POSTO DE SAUDE PLANALTO";"AV PRESIDENTE VARGAS";"CENTRO";-27,33285;-53,05909
"2228750";43;430060;"UBS STELLA MARIS ALVORADA";"RUA NOSSA SENHORA DA CONCEICAO";"STELLA MARIS";-30,04613;-51,06022
"2228890";43;431514;"UNIDADE SANITARIA DE PRESIDENTE LUCENA";"RUA IPIRANGA";"CENTRO";-29,52389;-51,18166
"2229420";43;431990;"ESF JOAO GOULART";"AVENIDA VINTE DE SETEMBRO";"JOAO GOULART";-29,638;-51,007
"2229447";43;431990;"ESF SAO PAULO";"RUA FREDERICO";"SAO PAULO";-29,638;-51,007
"2229463";43;431990;"ESF OESTESAPIRANGA";"RUA ALAGOAS";"OESTE";-29,638;-51,007
"0023612";31;310620;"CENTRO DE SAUDE JARDIM LEBLON";"RUA CORONEL ANTONIO LOPES COELHO";"JARDIM LEBLON";-19,8255;-43,98634
"2229587";43;431480;"POSTO VILA RICA PORTAO ESF 4";"RUA TULIPAS";"VILA RICA";-29,69069;-51,21981
"2229595";43;431480;"POSTO RINCAO PORTAO ESF 3";"RUA THEOBALDO MULLER";"RINCAO DO CASCALHO";-29,702;-51,242
"2229803";43;431337;"UNIDADE BASICA ANTONIO JOAO PERES VIANA";"RUA DA PEDREIRA";"PEDREIRA";-29,857;-51,274
"2229862";43;430770;"ESF PLANALTO";"AV PORTO ALEGRE";"JARDIM PLANALTO";-29,85915;-51,13931
"2229870";43;430770;"ESF DR PEDRO ERNESTO L MENEZES CAIC";"RUA ORESTES PIANTA";"PARQUE PRIMAVERA";-29,85822;-51,13282
"2231085";43;430760;"USF FLORESTA";"RUA HUMBERTO DE CAMPOS";"FLORESTA";-29,6517;-51,16552
"2229854";43;430770;"UBS DR LUIZ FERNANDO PEREIRA CACHOEIRA ESPERANCA";"RUA TRICAMPEAO DO MUNDO";"VILA ESPERANCA";-29,86116;-51,15565
"2229897";43;430770;"ESF CRUZEIRO";"RUA HORTENCIO GUILHERMINO BATUTA";"VILA CRUZEIRO";-29,85746;-51,16068
"2229919";43;430770;"UBS NICKOLLAS GOMES CENTRO";"RUA FERNANDO FERRARI";"CENTRO";-29,84756;-51,17187
"2229927";43;430770;"UBS FATIMA GORETE P DE OLIVEIRA VL PEDREIRA";"RUA JOSE PEDRO SILVEIRA";"VILA PEDREIRA";-29,84612;-51,17598
"2229951";43;430920;"UBS SAO GERALDO";"RUA DOUTOR JORGE C DA COSTA";"BARNABE";-29,93538;-51,02959
"2229986";43;430920;"UBS VERA CRUZ";"AV GRAVATAI";"VERA CRUZ";-29,92949;-51,0572
"2229994";43;430920;"USF AGUAS CLARAS";"AVENIDA TEREZA DE NORONHA";"PARQUE IPIRANGA";-29,91067;-51,05451
"2039451";35;351610;"PSF FLORINEA";"AVENIDA BARAO DO RIO BRANCO";"CENTRO";-22,90449;-50,72974
"2051613";35;351610;"CENTRO DE SAUDE DE FLORINEA";"RUA VITALINA MARIA DE JESUS";"CENTRO";-22,90436;-50,72959
"2229935";43;430770;"UBS DR PAULO JUSTINIANO LUCENA BORGES PARQUE CLARET";"AV JOAO NEVES DA FONTOURA";"PARQUE CLARET";-29,85283;-51,14809
"2230011";43;430920;"USF NEOPOLIS";"RUA SAO PAULO";"NEOPOLIS";-29,94503;-51,04942
"2230313";43;431080;"POSTO JACOB SCHNEIDER";"RUA CAXIAS DO SUL";"JARDIM BUHLER";-29,60859;-51,17648
"2230321";43;431080;"POSTO CIDADE NOVA IVOTI";"RUA COSTA E SILVA";"CIDADE NOVA";-29,62606;-51,1417
"2230364";43;430390;"CENTRO DE SAUDE RIO BRANCO CAMPO BOM";"RUA TAPAJOS";"RIO BRANDO";-29,67116;-51,04688
"2230402";43;430390;"UNIDADE DE SAUDE DA FAMILIA 25 DE JULHO CAMPO BOM";"GUILHERME KONDORFER";"25 DE JULHO";-29,6873;-51,04391
"2230437";43;430390;"CENTRO DE SAUDE OPERARIA CAMPO BOM";"BOM JESUS";"OPERARIA";-29,679;-51,053
"2230445";43;430390;"CENTRO DE SAUDE PAULISTA CAMPO BOM";"ADOLFO BANKENHEM";"PAULISTA";-29,679;-51,053
"2230453";43;430390;"CENTRO DE SAUDE IMIGRANTE CAMPO BOM";"AVENIDA PARANA";"IMIGRANTE";-29,67145;-51,08647
"2230461";43;430390;"CENTRO DE SAUDE QUATRO COLONIAS CAMPO BOM";"RUA REINALDO REICHERT";"QUATRO COLONIAS";-29,66337;-51,02339
"2230380";43;430390;"CENTRO DE SAUDE DE ESPECIALIDADES CAMPO BOM";"AV DOS ESTADOS";"METZLER";-29,67538;-51,05133
"2230682";43;431870;"UNIDADE BASICA DE SAUDE JARDIM AMERICA";"RUA LEOPOLDO SCHIEL";"JARDIM AMERICA";-29,76;-51,147
"2230836";43;431870;"UNIDADE BASICA DE SAUDE CAMPINA";"AV HENRIQUE BIER";"CAMPINA";-29,76;-51,147
"2230852";43;431340;"UNIDADE BASICA DE SAUDE RINCAO NH";"RUA THEOBALDO NICOLAU BAUER";"RINCAO";-29,678;-51,131
"2230941";43;431340;"UNIDADE BASICA DE SAUDE PRIMAVERA NH";"RUA BOA SAUDE";"PRIMAVERA";-29,678;-51,131
"2230992";43;431340;"SERVICO DE ATENDIMENTO ESPECIALIZADO S A E NH";"RUA GENERAL OSORIO";"HAMBURGO VELHO";-29,678;-51,131
"2231018";43;431162;"UNIDADE BASICA DE SAUDE DE LINDOLFO COLLOR";"AVENIDA CAPIVARA";"CENTRO";-29,59666;-51,20969
"2231026";43;431337;"CEL OLYMPIO GUIMARAES CORREA";"AV GETULIO VARGAS";"BERTO CIRIO";-29,857;-51,274
"2231093";43;430760;"USF CENTRO";"RUA RUI BARBOSA";"CENTRO";-29,64899;-51,1752
"2231107";43;430760;"USF RINCAO DOS ILHEUS I";"RUA VICENTE JORGE DA SILVA";"RINCAO DOS ILHEUS";-29,66223;-51,14586
"2231123";43;430760;"USF RINCAO GAUCHO";"RUA RIO DE JANEIRO";"RINCAO GAUCHO";-29,62521;-51,15335
"2231379";43;430310;"UBS GETULIO VARGAS";"DOM JOAO VI";"VISTA ALEGRE";-29,951;-51,094
"7366892";23;230370;"UAPS CELIA NASCIMENTO";"RUA RITA BARBOSA LIMA";"JARDIM ICARAI";-3,68845;-38,65609
"2231387";43;430310;"UBS CAIC GRANJA ESPERANCA";"RUA DAS FLORES";"GRANJA";-29,94874;-51,10739
"2231557";43;430390;"UNIDADE PROG SAUDE DA FAM PORTO BLOS CAMPO BOM";"DOS MUNICIPIOS";"PORTO BLOS";-29,68217;-51,04639
"3968944";42;420730;"UNIDADE SAUDE DA FAMILIA DA LIMPA";"RUA SAO JOSE";"NOVA BRASILIA";-28,24;-48,67
"2231735";43;431247;"UNIDADE MUNICIPAL DE SAUDE MORRO REUTER";"RUA ANITA GARIBALDI";"CENTRO";-29,538;-51,081
"2231425";43;430310;"CENTRO DE SAUDE DO IDOSO";"AVENIDA FLORES DA CUNHA";"CENTRO";-29,951;-51,094
"2231565";43;430060;"UBS SANTA CLARA ALVORADA";"RUA NORUEGA";"SANTA CLARA";-29,99792;-51,08763
"2231417";43;430310;"UBS DECIO MARTINS COSTA";"DECIO MARTINS COSTA";"VILA EUNICE";-29,951;-51,094
"2232219";43;430130;"UNIDADE BASICA DE SAUDE ZONA SUL";"RUA FELISBINO DA SILVA SOARES";"PROMORAR";-32,238;-53,087
"2232227";43;430130;"UNIDADE BASICA DE SAUDE ZONA LESTE";"AV MARIA PEREIRA DAS NEVES";"SAO JOSE";-32,238;-53,087
"2232235";43;430130;"UNIDADE BASICA DE SAUDE ZONA NORTE";"AVENIDA DA SAUDADE";"BRANCO ARAUJO";-32,238;-53,087
"2232251";43;430130;"CENTRO DE SAUDE DE ARROIO GRANDE";"RUA SEVERO FEIJO";"CENTRO";-32,238;-53,087
"2232294";43;430107;"CENTRO DE SAUDE ARROIO DO PADRE";"AVENIDA DEZESSETE DE ABRIL";"CENTRO";-31,44466;-52,42242
"2232383";43;430710;"UNIDADE BASICA DO BASILIO";"VILA BASILIO";"BASILIO";-31,87468;-53,02281
"2232413";43;431460;"ESF VIRGINIA PORTO CANCELAO";"VILA DO CANCELAO";"CANCELAO";-31,37627;-53,11317
"2233037";43;431880;"ESF BARRINHA SAO LOURENCO DO SUL";"RUA BORGES DE MEDEIROS";"BARRINHA";-31,37427;-51,95624
"2233045";43;431880;"ESF SANTA TEREZA SAO LOURENCO DO SUL";"SANTA TEREZA";"3 DISTRITO";-31,12749;-52,17829
"2233053";43;431880;"ESF HARMONIA SAO LOURENCO DO SUL";"HARMONIA";"4 DISTRITO";-31,19491;-52,16346
"2233088";43;431880;"ESF COQUEIRO SAO LOURENCO DO SUL";"COQUEIRO";"5 DISTRITO";-31,2361;-52,00121
"2233096";43;431880;"ESF BOA VISTA SAO LOURENCO DO SUL";"BOA VISTA";"6 DISTRITO";-31,15167;-52,12372
"2233169";43;431880;"ESF CANTA GALO SAO LOURENCO DO SUL";"CANTA GALO";"7 DISTRITO";-31,10583;-52,21201
"2233126";43;431880;"ESF NAVEGANTES SAO LOURENCO DO SUL";"AV PROF IZOLINA PASSOS";"NAVEGANTES";-31,3698;-51,96591
"2203790";31;316245;"UBSI ALDEIA TENDA";"RANCHARIA";"ZONA RURAL";-14,884;-44,091
"2205017";31;316280;"PSF BAGUARI";"PRACA SAO GERALDO";"BAGUARI";-18,37386;-42,79476
"2233266";43;432232;"ESF SAO JOSE TURUCU";"COLONIA SAO JOSE";"INTERIOR";-31,42585;-52,25386
"2233274";43;431420;"CENTRO DE SAUDE JOSE PEDRO DE ALMEIDA LEITE";"AVENIDA TIRADENTES";"BRASILIA";-31,86804;-52,83611
"2233541";43;430690;"ESF MARIANO DA ROCHA";"RUA NESTOR MOURA JARDIN";"COHAB";-30,54827;-52,5336
"2233592";43;430280;"PSF 4 JARDIM DO EDEM";"RUA ARTIDOR ARAUJO";"VILA HENRIQUES";-30,53317;-53,47109
"2233614";43;431339;"POSTO DE SAUDE DO CORTADO";"CORTADO";"INTERIOR";-29,74846;-53,04539
"2233606";43;431339;"POSTO DE SAUDE DA SEDE NOVO CABRAIS";"AV VINTE E OITO DE DEZEMBRO";"CENTRO";-29,73668;-52,94977
"2233851";43;430120;"POSTO DE SAUDE SEDE PACS";"REINOLDO SCHMIDT";"CENTRO";-29,33568;-53,09225
"2233908";43;430690;"ESF ALTO ALEGRE";"AVN OLEGARIO MOREIRA";"ALTO ALEGRE";-30,55311;-52,52141
"2233932";43;430280;"PSF 1 LEONCIO VALERIO SILVEIRA";"RUA ROMANA CECCIN";"PROMORAR";-30,53312;-53,50155
"2233940";43;430280;"PSF 2 SANTA RITA";"AVN BARAO DO CERRO FORMOSO";"SANTA RITA";-30,50996;-53,4784
"2233630";43;432070;"ESF 4 VERA CRUZ";"RUA ANITA GARIBALDI";"VERA CRUZ";-29,41696;-53,02734
"2234017";43;430781;"UNIDADE BASICA DE SAUDE RINCAO DA ESTRELA";"RINCAO DA ESTRELA";"INTERIOR";-29,21187;-53,18321
"2233665";43;430975;"UNIDADE SANITARIA DE IBARAMA";"RUA JOAO SEBEN";"CENTRO";-29,41746;-53,13485
"2233703";43;432026;"POSTO AVANCADO BELA VISTA";"BELA VISTA";"INTERIOR";-29,2555;-52,91525
"2234106";43;430280;"PSF 5 VILA SUL";"RUA LUIS COELHO LEAL";"SUL";-30,52862;-53,49803
"2234122";43;430280;"PSF 3 BAIRRO FLORESTA";"RUA JOAO FARIAS DE LIMA";"FLORESTA";-30,5048;-53,49098
"2234297";43;430435;"CENTRO DE SAUDE DARIO LASSANCE CANDIOTA";"ACASSIO DAS NEVES";"DARIO LASSANCE";-31,558;-53,673
"2234335";43;431402;"UNIDADE DE SAUDE SEDE";"AVENIDA AFONSO PENA";"CENTRO";-29,73191;-53,17868
"2234238";43;432070;"ESF 2 SOBRADINHO";"RUA RICARDO POHLMANN";"BAIXADA";-29,40693;-53,03371
"2234300";43;430660;"POSTO CENTRAL DOM PEDRITO";"RUA CORONEL URBANO DAS CHAGAS";"CENTRO";-30,98213;-54,67017
"2234564";43;431370;"ESF IX E X FUNHPAM";"RUA NASSIB NASSIF";"WESTPHALEN";-27,899;-53,314
"2234653";43;431349;"POSTO DE SAUDE NOVO BARREIRO";"RUA PRIMEIRO DE MAIO";"CENTRO";-27,909;-53,108
"2234718";43;430912;"UNIDADE BASICA DE SAUDE DE GRAMADO DOS LOUREIROS";"AV JOSE PEDRO LOUREIRO DE MELLO";"CENTRO";-27,44452;-52,91774
"2234726";43;431642;"ESF I SAGRADA FAMILIA SEDE";"RUA VINTE DE MARCO";"CENTRO";-27,707;-53,136
"2234750";43;432185;"AMBULATORIO MUNICIPAL TRES PALMEIRAS";"RUA FERNANDO FERRARI";"CENTRO";-27,615;-52,841
"2234831";43;430590;"POSTO DE SAUDE DE CEL BICACO";"RUA FRANCISCO GOBBI";"CENTRO";-27,71691;-53,70242
"2234920";43;431620;"POSTO DE SAUDE RONDINHA";"AV SARANDI";"CENTRO";-27,82606;-52,9079
"2234947";43;431370;"ESF IV CENTRO SOCIAL URBANO";"REPUBLICA";"VILA FATIMA";-27,90566;-53,31326
"2234998";43;431370;"ESF VI WESTPHALEN";"BRASILICIO TAPIA";"WESTPHALEN";-27,89477;-53,29618
"2235005";43;431370;"ESF II LUTZ";"RUA LUTZ FELIX";"VILA LUTZ";-27,899;-53,314
"2235013";43;431370;"ESF VII AMARAL";"RUA HILDEBRANDO WESTPHALEN";"VILA AMARAL";-27,899;-53,314
"2235021";43;431370;"ESF I VISTA ALEGRE";"RUA DARI KURTZ";"VISTA ALEGRE";-27,899;-53,314
"2235056";43;431370;"ESF VIII RURAL";"LINHA SANTA ROSA";"INTERIOR";-27,899;-53,314
"2235129";43;430260;"CENTRO MUNICIPAL DE SAUDE";"RUA ITAJURA";"CENTRO";-27,61333;-53,74007
"2235226";43;430195;"POSTO DE SAUDE BARRA FUNDA";"RUA NAVEGANTES";"CENTRO";-27,92213;-53,03929
"2235889";43;431570;"UNIDADE DE SAUDE HIGINO LEITAO ESF";"RUA LUCIANO PANATIERE";"HIGINO LEITAO";-29,9846;-52,38433
"2235234";43;431295;"UNIDADE BASICA DE SAUDE DE NOVA BOA VISTA";"AVENIDA DOS IMIGRANTES";"CENTRO";-27,99197;-52,98179
"2235293";43;431936;"UNIDADE BASICA DE SAUDE SAO PEDRO DAS MISSOES";"RUA 20 DE SETEMBRO";"CENTRO";-27,77314;-53,24668
"2235242";43;431346;"POSTO DE SAUDE NOVO XINGU";"AV EMILIO KNAAK";"CENTRO";-27,74812;-53,06136
"2235617";43;431395;"PROGRAMA SAUDE DA FAMILIA VILA NOVA";"ALMIRANTE BARROSO";"VILA NOVA";-30,19757;-52,38619
"2235692";43;432253;"POSTO DE SAUDE TROMBUDO";"RUA AUGUSTO EMMEL";"CENTRO";-29,60469;-52,68694
"2235722";43;432067;"POSTO DE SAUDE DE SINIMBU";"RUA GEN FLORES DA CUNHA";"CENTRO";-29,539;-52,522
"2235730";43;432067;"POSTO DE SAUDE DE PINHAL";"LINHA PINHAL SANTO ANTONIO";"INTERIOR";-29,539;-52,522
"2235684";43;431407;"POSTO DE SAUDE";"AVENIDA ALBERTO JACOBSES";"CENTRO";-29,7486;-52,2724
"2235633";43;431395;"ESF MONTE CASTELO";"RODOVIA BR 471 KM 15";"MONTE CASTELO";-30,31727;-52,36207
"2235870";43;431570;"UNIDADE DE SAUDE CENTRAL";"RUA ADOLFO PRITSCH";"GUERINO";-29,9812;-52,37095
"2235919";43;430420;"PAM DE CANDELARIA";"RUA 25 DE AGOSTO";"CENTRO";-29,6671;-52,79278
"2235927";43;430420;"UNIDADE BASICA DE SAUDE IRENE DA SILVA OLIVEIRA";"RUA BOTUCARAI";"EWALDO PRASS";-29,67596;-52,79875
"2235935";43;430420;"POSTO DE SAUDE DE CANDELARIA";"AVENIDA MARECHAL DEODORO";"CENTRO";-29,67245;-52,78897
"2235943";43;432260;"UBS CENTRAL";"VISCONDE DO RIO BRANCO";"CENTRO";-29,606;-52,192
"2236079";43;432260;"UBS GRESSLER";"RUA ARMANDO RUSCHEL";"VILA GRESSLER";-29,62109;-52,20665
"2236257";43;431570;"UNIDADE DE SAUDE RAMIZ GALVAO";"AV PRADO LIMA";"RAMIZ GALVAO";-29,95817;-52,36295
"2236303";43;432260;"CADI CENTRO DE ATENDIMENTO DE DOENCAS INFECCIOSAS";"PRIMEIRO DE MARCO";"CENTRO";-29,60766;-52,18922
"2236494";43;430225;"POSTO DE SAUDE DA SEDE";"RUA EMANCIPACAO";"CENTRO";-29,34941;-51,67464
"2236400";43;431407;"CENTRO DE SAUDE";"AVENIDA ALBERTO JACOBSEN";"CENTRO";-29,74194;-52,27148
"2098636";31;310560;"UBS NOSSA SENHORA DO CARMO";"RUA JOAO BATISTA CANTARUTTI";"BAIRRO DO CARMO";-21,24245;-43,76824
"2236788";43;432250;"ESF IMPERIAL";"NABOR MOURA DE AZEVEDO";"FRANCIOSI";-28,4943;-50,92413
"2236877";43;430235;"POSTO DE SAUDE SANTA TERESINHA";"DULCE LUFT";"SANTA TEREZINHA";-29,4892;-51,35324
"2098644";31;310560;"UBS PADRE BRITO";"RUA EMILIA AUGUSTA DE OLIVEIRA";"PADRE BRITO";-21,29191;-43,98202
"2098652";31;310560;"UBS PINHEIRO GROSSO";"RUA SAO VICENTE DE PAULO";"PINHEIRO GROSSO";-21,19873;-43,72232
"2236575";43;430210;"ESPACO DE SAUDE DO IDOSO";"RUA GIOVANI GIRARDI";"PROGRESSO";-29,171;-51,519
"2236826";43;432250;"CENTRO MEDICO MUNICIPAL";"BORGES DE MEDEIROS";"CENTRO";-28,50202;-50,94158
"2236796";43;432250;"CENTRO DE SAUDE";"RUA JULIO DE CASTILHOS";"CENTRO";-28,66823;-50,43139
"2236818";43;432250;"ESF BORGES";"RUA RUI BARBOSA";"BORGES";-28,5231;-50,93044
"2236869";43;430235;"POSTO DE SAUDE BELA VISTA";"SAO LUIS";"BELA VISTA";-29,489;-51,353
"2236907";43;430480;"CENTRO DE SAUDE";"RUA RUI BARBOSA";"CENTRO";-29,298;-51,504
"2236915";43;430480;"UBS ARCOVERDE";"RUA LUIZA GIACOMELLI";"2 DISTRITO";-29,298;-51,504
"2237059";43;430810;"UNIDADE DE SAUDE DA FAMILIA I PIONEIRO";"ESTRADA SAO ROQUE";"SAO ROQUE";-29,44208;-51,2584
"2236974";43;430645;"UNIDADE BASICA DE SAUDE DE DOIS LAJEADOS";"RUA ANTONIO COVER";"CENTRO";-28,984;-51,836
"2236990";43;430593;"POSTO DE SAUDE MUNICIPAL";"RUA IRMA ANSELMA";"CENTRO";-29,55222;-51,55555
"2237040";43;430810;"UNIDADE DE SAUDE DA FAMILIA III CENTRAL";"AV MAURICIO CARDOSO";"CENTRO";-29,45275;-51,30671
"2237083";43;430860;"POSTO DE SAUDE CENTRAL";"RUA RAUL CISILOTTO";"CENTRO";-29,256;-51,534
"2237105";43;430860;"POSTO DE SAUDE TAMANDARE";"RUA ANGELO PERTILE";"TAMANDARE";-29,256;-51,534
"2237113";43;431490;"UNIDADE DE SAUDE ILHA DA PINTADA";"AVENIDA PRESIDENTE VARGAS";"ILHA DA PINTADA";-30,02185;-51,25641
"2236834";43;432250;"UBS SOBOPA";"RUA MARECHAL DUTRA";"PETROPOLIS";-28,51081;-50,94719
"2237210";43;431490;"UNIDADE DE SAUDE TIMBAUVA";"RUA SEBASTIAO DO NASCIMENTO";"MARIO QUINTANA";-30,02126;-51,09411
"2237318";43;431490;"UNIDADE DE SAUDE CRISTAL";"RUA CRUZEIRO DO SUL";"SANTA TERESA";-30,08432;-51,23066
"2237482";43;431490;"UNIDADE DE SAUDE PITORESCA";"RUA PITORESCA";"JD BENTO GONCALVES";-30,07124;-51,15361
"2237733";43;431490;"UNIDADE DE SAUDE TIJUCA";"RUA REVERENDO DANIEL BETTS";"MORRO SANTANA";-30,04289;-51,12624
"2237792";43;431490;"CLINICA DA FAMILIA MORRO SANTANA";"RUA MARIETA MENNA BARRETO";"PROTASIO ALVES";-30,03871;-51,12803
"2237989";43;430860;"UNIDADE BASICA DE SAUDE CHACARAS";"RUA QUINZE DE NOVEMBRO";"VALE DOS PINHEIROS";-29,256;-51,534
"2237997";43;430860;"CENTRO DE SAUDE SAO FRANCISCO";"RUA MARECHAL DUTRA";"SAO FRANCISCO";-29,256;-51,534
"2238012";43;430910;"CENTRO MUNICIPAL DE SAUDE";"RUA ERNESTO VOLK";"CENTRO";-29,37709;-50,87799
"2238039";43;430910;"ESF JARDIM";"RUA OLAVO BARRETO ROSA";"VILA JARDIM";-29,39349;-50,86916
"2238055";43;430910;"POSTO DE SAUDE CAIC";"RUA JOSIAS MARTINHO";"MOURA";-29,36059;-50,88024
"2238152";43;431043;"UNIDADE DE ESTRATEGIA SAUDE DA FAMILIA VILA SAO PAULO";"VILA SAO PAULO";"3 DISTRITO";-28,65929;-51,32137
"2238209";43;431261;"POSTO DE SAUDE CAPAO GRANDE";"ESTRADA DO ESPETO";"2 DISTRITO";-28,314;-51,182
"2238225";43;431308;"UNIDADE SANITARIA DOM HENRIQUE GELAIN";"RUA PADRE ANTONIO ALESSI";"LOTEAMENTO PADOVA";-29,02899;-51,31113
"2238217";43;431280;"CENTRO MUNICIPAL DE SAUDE JAIME HENRY ZUCCHETTI";"RUA ERNESTO BORDIGNON";"LOT NSRA DE FATIMA";-28,66291;-51,75194
"2238160";43;431164;"UNIDADE SANITARIA DE LINHA NOVA";"RUA HENRIQUE SPIER";"CENTRO";-29,4603;-51,20122
"7907095";43;431240;"USF 4 SANTO ANTONIO";"RUA GETULIO VARGAS";"SANTO ANTONIO";-29,67887;-51,47229
"2238330";43;431320;"PSF VALE DO CAI";"LINHA TEMERARIA";"TEMERARIA";-29,33576;-51,17015
"2238349";43;431320;"POSTO DE SAUDE PINHAL ALTO";"RUA VICENTE PIETRO";"PINHAL ALTO";-29,36792;-51,03845
"2238373";43;431335;"UNIDADE BASICA DE SAUDE DE NOVA ROMA DO SUL";"RUA INOCETE PANAZZOLO";"CENTRO";-28,99;-51,408
"2238454";43;431517;"POSTO DE SAUDE DE PROTASIO ALVES";"RUA DO POCO";"CENTRO";-28,759;-51,4735
"2238470";43;431862;"UNIDADE DE SAUDE DE SAO JOSE DOS AUSENTES ESF";"RUA ADILIO VALIM DA SILVA";"CENTRO";-28,74727;-50,0678
"2238535";43;432360;"POSTO DE SAUDE DE VISTA ALEGRE DO PRATA";"RUA GERONIMO SCALCO";"CENTRO";-28,80783;-51,78889
"2238608";43;432254;"ESF ARROIO DO OURO";"RUA RIO BRANCO";"ARROIO DO OURO";-29,39823;-51,24977
"2238632";43;432280;"CENTRO DE SAUDE DE VERANOPOLIS";"PINHEIRO MACHADO";"CENTRO";-28,936;-51,549
"2238403";43;431400;"UNIDADE BASICA DE SAUDE";"RUA REINALDO CHERUBINI";"CENTRO";-28,59287;-51,7829
"2238551";43;431900;"ESF LUIZ NICOLETTI";"RUA SAO LUIZ";"INDUSTRIAL";-28,971;-51,068
"2238438";43;431442;"U S PICADA CAFE";"AVENIDA FRIDOLINO RITTER";"CENTRO";-29,44903;-51,13359
"2238969";43;430510;"UBS ALVORADA";"RUA SARGENTO VENINO VARGAS";"ALVORADA";-29,2024;-51,1995
"2238985";43;430510;"UBS VILA IPE";"RUA ANTONIO ANDRIGHETTI";"VILA IPE";-29,168;-51,179
"2238993";43;430510;"UBS SAO CIRO";"RUA JOAQUIM OSS";"SAO CIRO";-29,13822;-51,1341
"2239000";43;430510;"UBS ESPLANADA";"AVENIDA BOM PASTOR";"ESPLANADA";-29,18645;-51,20011
"2239027";43;430510;"UBS CINQUENTENARIO";"AV JULIO DE CASTILHOS";"CINQUENTENARIO";-29,16684;-51,20875
"2239043";43;430510;"UBS ANA RECH";"JOAO ANDRIOLO";"ANA RECH";-29,168;-51,179
"2239051";43;430510;"UBS GALOPOLIS";"RUA EDVIGES GALLO";"GALOPOLIS";-29,23175;-51,15764
"2239086";43;430510;"UBS DIAMANTINO";"RUA ANGELO PANOZZO";"DIAMANTINO";-29,15585;-51,14095
"2239094";43;430510;"UBS SANTA LUCIA COHAB";"RUA PADRE AQUILINO FRANCESCHETT";"SANTA LUCIA";-29,168;-51,179
"2239108";43;430510;"UBS PIONEIRO";"RUA FREDERICO BERGMANN";"PIONEIRO";-29,168;-51,179
"2239116";43;430510;"UBS SAO JOSE";"RUA DOM PEDRO II";"SAO JOSE";-29,168;-51,179
"2239132";43;430510;"UBS TIJUCA";"RUA NILO BENFICA DA ROCHA";"TIJUCA";-29,168;-51,179
"2239140";43;430510;"UBS FORQUETA";"RUA ALCIDES LAZZARI";"FORQUETA";-29,168;-51,179
"2239159";43;430510;"UBS BELA VISTA";"RUA VALENTIM COMERLATTO";"BELA VISTA";-29,168;-51,179
"2239175";43;430510;"UBS PLANALTO";"RUA ARTHUR RODOLFO ROSSAROLLA";"PLANALTO";-29,168;-51,179
"2239183";43;430510;"UBS FATIMA BAIXA";"RUA DR MARIO LOPES";"FATIMA";-29,168;-51,179
"2239191";43;430510;"UBS FATIMA ALTA";"RUA ISABEL PEZZI";"FATIMA";-29,168;-51,179
"2239205";43;430510;"UBS MARIANI";"AV VERGINIA BOTINI REUSE";"LOTEAMENTO MARIANI";-29,168;-51,179
"2239213";43;430510;"UBS PLANALTO RIO BRANCO";"RUA CRISTIANO RAMOS OLIVEIRA";"PLANALTO RIO BRANCO";-29,168;-51,179
"2239221";43;430510;"UBS SAGRADA FAMILIA";"RUA CANDIDO JOAO CALCAGNOTTO";"SAGRADA FAMILIA";-29,15521;-51,16022
"2239256";43;430510;"UBS SANTA FE";"AVENIDA SANTA FE";"SANTA FE";-29,12481;-51,17994
"2239272";43;430510;"UBS REOLON";"RUA ANDRESSA TAMAGNO";"REOLON";-29,1617;-51,22386
"2239019";43;430510;"UBS DESVIO RIZZO";"RUA SERAFINO ZATTERA";"DESVIO RIZZO";-29,19237;-51,2322
"2239078";43;430510;"UBS CRISTO OPERARIO";"RUA SANTA FRANCISCA XAVIER CABRINI";"CRISTO OPERARIO";;
"2239124";43;430510;"UBS SECULO XX";"RUA NELSON MICHIELON";"MARILAND";;
"2239590";43;430510;"UBS SALGADO FILHO";"RUA MARCELO FELIPPI";"SALGADO FILHO";-29,18922;-51,18893
"2240262";43;430367;"POSTO DE SAUDE DE CAMPESTRE DA SERRA";"RUA ALDEZIR BARDINI";"CENTRO";-28,79982;-51,09288
"2240343";43;430940;"UNIDADE BASICA DE SAUDE ESF NOSSA SENHORA APARECIDA";"RUA DR JOAO PEDRO ORTIZ";"PLANALTO";-28,84251;-51,89858
"2240394";43;431261;"POSTO DE SAUDE DE MUITOS CAPOES";"RUA DORVAL ANTUNES PEREIRA";"CENTRO";-28,31757;-51,18494
"2240580";43;431290;"POSTO DE SAUDE CENTRAL NOVA BASSANO";"RUA SILVA JARDIM";"CENTRO";-28,724;-51,705
"2240599";43;430786;"ESF DE FAGUNDES VARELA";"RUA LUIZ ANTONIO FACCENDA";"CENTRO";-28,881;-51,698
